qualifying_noise,race_pace_noise,start_swing_slots,strategy_swing_slots,winner_logloss
0.31391367985285357,0.4606720934352503,0.9272391000045801,1.9258889445223488,1.830170223183365
0.2913990038163568,0.4623913062841812,0.8759948983362036,1.7158892299423736,1.8311833124431294
0.3085069829988052,0.4480603686479967,0.8278907959097509,1.9439109524997864,1.8286994285325182
0.289360438795218,0.4388701581739604,0.7232181474801131,1.8161174002138651,1.8291677296748705
0.24754590366942647,0.4198689504354498,0.8211219144047521,2.152081017655653,1.8308017308186733
0.269441392422565,0.4227395612263784,0.8132625986162078,1.8939899585862217,1.8270613331420753
0.2488758181794699,0.4061889663299822,0.7562947615220882,1.7435106486580998,1.8270035129469042
0.25495127312343513,0.43466054917198826,0.7466524855324292,1.7034720145019917,1.828531750243795
0.3167335374837047,0.45470021443955516,0.8027744928983566,1.5322641156796069,1.8302940099192673
0.2977293789326039,0.4457711811952953,0.8073285910065097,1.6758733216210577,1.8300441625807833
0.2433052879688269,0.4074982412500305,0.6598647721635812,1.6121472475874405,1.8268516639151215
0.21471656865142946,0.3829839427460577,0.5533614685325784,1.4679837841168277,1.823974224862039
0.21793625491909052,0.3904304834889319,0.6305646155539198,1.7437348464713058,1.8247679905307572
0.17836289758689639,0.36227490955815395,0.5340350318642005,1.406924248981754,1.821627343839352
0.13904338994133714,0.32532062461577,0.42550730571157336,1.1802865018257727,1.8202296549992996
0.1578154453727641,0.32299485558025676,0.44772037618812444,1.3524401501220802,1.818850819640824
0.12736651263198046,0.27813626326813495,0.3435620088412606,1.1973295570684106,1.8185187775596123
0.11867631694065478,0.28620083759383763,0.29422809515321807,1.080933537711758,1.8213837451906205
0.10196985515676638,0.25512228044622576,0.2416591942558573,0.8316189448810876,1.8175203861602791
0.0783617884047526,0.20713069744470902,0.1468414742179627,0.5496121155556423,1.8150442647295701
0.07157045133856088,0.19238530525862013,0.14122844633109236,0.6118323782606527,1.815718604948153
0.08004615291305606,0.20932449552860255,0.18870024479889674,0.644393364383484,1.816359929426629
0.06322427208746013,0.1514363898131156,0.08463453045791831,0.42213246551574857,1.8170621981764778
0.05624876841884956,0.13185828709258168,0.051908107615278774,0.23607970080088658,1.8160270897118556
0.07568434574356703,0.21843678977002573,0.16871875823940502,0.5417790536952098,1.816350755540473
0.060431308108032156,0.16056049745293355,0.07134645092356787,0.3219741380393084,1.8160864153024034
0.05777427513511625,0.13415118639007317,0.05180950393203814,0.2963299640431385,1.816032669233434
0.06656954732311564,0.16289474699483442,0.10502525062578658,0.4804733067827898,1.8168107986120072
0.061712213688891425,0.1611397716463784,0.07860304078156181,0.3562287575993542,1.8157763028164984
0.07720314755606117,0.2188636027543006,0.17694951329360972,0.5687706962692505,1.8159164844789923
0.1194917821564111,0.294763901069913,0.32138732690639066,1.0511666964372235,1.8192573591228072
0.06147496261583527,0.15855246460755834,0.08241088483590808,0.3492631634120291,1.8156255120728055
0.06053429237026399,0.146936608377864,0.06530018974424003,0.3599620468891764,1.8157665643043128
0.07323106879298934,0.1883053618007185,0.13450979321258177,0.5773910276387265,1.815765947267529
0.08820640464095278,0.23776682551477818,0.2304404360227101,0.7183844804212814,1.816187620680289
0.06455948678807935,0.16469519709968827,0.08976265581846853,0.42955469356073667,1.8172217515726858
0.0680578088980879,0.18076321828627062,0.11009246273797275,0.4390249862037104,1.817414278468263
0.07473709876572318,0.19959149834596973,0.14400828774632066,0.579977580286153,1.816137937467742
